,cod_modelo_color,cod_color_code,des_color_specification_esp,des_agrup_color_eng,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename
7439,57075790-09,09,CAMEL,WHITE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57075790_09.jpg
7440,57024421-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57024421_99.jpg
7441,57004781-84,84,CHICLE,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57004781_84.jpg
7442,57005800-94,94,GRIS MEDIO VIGORE,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57005800_94.jpg
7443,57093810-70,70,ROJO,RED,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57093810_70.jpg
7444,57035148-01,01,BLANCO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57035148_01.jpg
7445,57017726-91,91,GRIS CLARO VIGORE,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57017726_91.jpg
7446,57007756-07,07,ARENA,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57007756_07.jpg
7447,67000353-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2024_67000353_99.jpg
7448,57087754-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Case,datathon/images/2023_57087754_99.jpg
7449,57028278-TU,TU,TEJANO GRIS OSCURO,GREY,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57028278_TU.jpg
7450,43097723-01,01,BLANCO,WHITE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_43097723_01.jpg
7451,53063023-76,76,GRANATE,RED,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_53063023_76.jpg
7452,51060618-23,23,MANDARINA,ORANGE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51060618_23.jpg
7453,53053709-07,07,ARENA,WHITE,L-PIEL,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2019_53053709_07.jpg
7454,53033028-02,02,OFFWHITE,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53033028_02.jpg
7455,51030897-43,43,VERDE,GREEN,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_51030897_43.jpg
7456,53030920-70,70,ROJO,RED,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53030920_70.jpg
7457,53003723-09,09,CAMEL,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53003723_09.jpg
7458,53010582-02,02,OFFWHITE,WHITE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_53010582_02.jpg
7459,51060978-43,43,VERDE,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51060978_43.jpg
7460,53013048-87,87,CORAL,PINK,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53013048_87.jpg
7461,53033775-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Hairclip,datathon/images/2019_53033775_OR.jpg
7462,53003781-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_53003781_OR.jpg
7463,57015908-79,79,CALDERO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2019_57015908_79.jpg
7464,53003794-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53003794_02.jpg
7465,57007879-92,92,GRIS,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57007879_92.jpg
7466,57037879-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_57037879_OR.jpg
7467,57025784-15,15,MOSTAZA,YELLOW,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57025784_15.jpg
7468,57009027-30,30,MARRON,BROWN,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57009027_30.jpg
7469,57045939-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57045939_99.jpg
7470,57039206-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57039206_99.jpg
7471,57065943-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_57065943_99.jpg
7472,67080524-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2020_67080524_99.jpg
7473,57047892-07,07,ARENA,WHITE,K-CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,datathon/images/2019_57047892_07.jpg
7474,57027704-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57027704_99.jpg
7475,47000096-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_47000096_99.jpg
7476,47013257-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_47013257_99.jpg
7477,47014033-CU,CU,CUERO,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_47014033_CU.jpg
7478,47087121-10,10,VAINILLA,YELLOW,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_47087121_10.jpg
7479,57010092-98,98,VISON,GREY,C-COMPLEMENTOS,Beauty,Fragance,Fragances,Fragance,datathon/images/2023_57010092_98.jpg
7480,57000206-43,43,VERDE,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57000206_43.jpg
7481,57000263-01,01,BLANCO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Sunglasses,datathon/images/2023_57000263_01.jpg
7483,57040214-52,52,AZUL,BLUE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57040214_52.jpg
7484,57012515-85,85,ROSA,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57012515_85.jpg
7485,57020766-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57020766_99.jpg
7486,57087702-35,35,TOPO,BROWN,O-POLIPIEL,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57087702_35.jpg
7487,57095137-59,59,PETROLEO,BLUE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57095137_59.jpg
7488,57064007-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57064007_01.jpg
7489,57074011-52,52,AZUL,BLUE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57074011_52.jpg
7490,57064012-85,85,ROSA,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57064012_85.jpg
7491,57082892-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57082892_PL.jpg
7492,57092891-01,01,BLANCO,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57092891_01.jpg
7493,57053799-43,43,VERDE,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57053799_43.jpg
7494,57092894-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57092894_99.jpg
7495,57094411-30,30,MARRON,BROWN,T-TRICOT,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Pyjama Cardigan,datathon/images/2023_57094411_30.jpg
7496,57004773-78,78,BURDEOS,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2023_57004773_78.jpg
7497,57025976-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2023_57025976_99.jpg
7498,57066005-TO,TO,TEJANO OSCURO,BLUE,J-JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57066005_TO.jpg
7499,57084429-02,02,OFFWHITE,WHITE,P-PLANA,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Pyjama Shirt,datathon/images/2023_57084429_02.jpg
7500,57056013-92,92,GRIS,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57056013_92.jpg
7501,57017725-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57017725_05.jpg
7502,57063819-02,02,OFFWHITE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57063819_02.jpg
7503,57043818-56,56,NAVY,BLUE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57043818_56.jpg
7504,57035995-99,99,NEGRO,GREY,K-CIRCULAR,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57035995_99.jpg
7505,57098269-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57098269_99.jpg
7506,57037743-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Gloves,datathon/images/2023_57037743_99.jpg
7507,57007912-35,35,TOPO,BROWN,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57007912_35.jpg
7508,57035812-30,30,MARRON,BROWN,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57035812_30.jpg
7509,57063276-20,20,NARANJA,ORANGE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57063276_20.jpg
7510,43003738-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_43003738_OR.jpg
7511,53050575-CU,CU,CUERO,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2019_53050575_CU.jpg
7512,53090592-30,30,MARRON,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2019_53090592_30.jpg
7513,53020607-07,07,ARENA,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53020607_07.jpg
7514,41089072-05,05,CRUDO,WHITE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Kaftan,datathon/images/2019_41089072_05.jpg
7515,51060638-02,02,OFFWHITE,WHITE,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_51060638_02.jpg
7516,51023026-08,08,BEIGE,WHITE,P-PLANA,Outerwear,Coats and Parkas,Trenchcoats,Trenchcoat,datathon/images/2019_51023026_08.jpg
7517,53080716-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Bracelet,datathon/images/2019_53080716_OR.jpg
7518,53090742-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2019_53090742_99.jpg
7519,51033029-70,70,ROJO,RED,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_51033029_70.jpg
7520,53070882-TC,TC,TEJANO CLARO,BLUE,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_53070882_TC.jpg
7521,53020670-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53020670_01.jpg
7522,53043714-09,09,CAMEL,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_53043714_09.jpg
7523,53030993-02,02,OFFWHITE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53030993_02.jpg
7524,53053756-43,43,VERDE,GREEN,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53053756_43.jpg
7525,53023784-07,07,ARENA,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2019_53023784_07.jpg
7526,53035758-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53035758_02.jpg
7527,53003790-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53003790_02.jpg
7528,53095034-79,79,CALDERO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Intimate,Sock (Pack),datathon/images/2019_53095034_79.jpg
7529,53005749-08,08,BEIGE,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53005749_08.jpg
7530,57003650-11,11,AMARILLO PASTEL,YELLOW,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57003650_11.jpg
7531,57094380-OR,OR,ORO,WHITE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2019_57094380_OR.jpg
7532,57045940-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_57045940_02.jpg
7533,57064001-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2019_57064001_TN.jpg
7534,57087890-43,43,VERDE,GREEN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57087890_43.jpg
7535,57007706-OR,OR,ORO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57007706_OR.jpg
7536,57007905-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57007905_99.jpg
7537,67050054-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2020_67050054_PL.jpg
7538,47002507-30,30,MARRON,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2023_47002507_30.jpg
7539,47067656-43,43,VERDE,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2023_47067656_43.jpg
7540,47015923-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_47015923_99.jpg
7541,47036316-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_47036316_PL.jpg
7542,57050049-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57050049_OR.jpg
7543,57000150-56,56,NAVY,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57000150_56.jpg
7544,57000249-85,85,ROSA,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57000249_85.jpg
7545,47018645-05,05,CRUDO,WHITE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_47018645_05.jpg
7546,57030257-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Wallet,datathon/images/2023_57030257_99.jpg
7547,57030258-02,02,OFFWHITE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Card holder,datathon/images/2023_57030258_02.jpg
7548,57050213-87,87,CORAL,PINK,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57050213_87.jpg
7549,57050296-TU,TU,TEJANO GRIS OSCURO,GREY,J-JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57050296_TU.jpg
7550,57040307-02,02,OFFWHITE,WHITE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57040307_02.jpg
7551,57050277-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57050277_01.jpg
7552,57082881-85,85,ROSA,PINK,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57082881_85.jpg
7553,57032890-02,02,OFFWHITE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57032890_02.jpg
7554,57076712-43,43,VERDE,GREEN,O-POLIPIEL,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57076712_43.jpg
7555,57063804-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57063804_99.jpg
7556,57094404-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57094404_99.jpg
7557,57092886-46,46,TURQUESA,BLUE,K-CIRCULAR,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57092886_46.jpg
7558,57044412-92,92,GRIS,GREY,T-TRICOT,Home,Swim and intimate,Intimate,Pyjiama Sweater,datathon/images/2023_57044412_92.jpg
7559,57084425-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57084425_TN.jpg
7560,57006010-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57006010_OR.jpg
7561,57016008-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57016008_OR.jpg
7563,57085148-92,92,GRIS,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57085148_92.jpg
7564,57037747-37,37,KHAKI,BROWN,P-PLANA,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Pyjama Trousers,datathon/images/2023_57037747_37.jpg
7565,57078272-05,05,CRUDO,WHITE,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57078272_05.jpg
7566,57049102-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57049102_99.jpg
7567,57027747-08,08,BEIGE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57027747_08.jpg
7568,57097750-05,05,CRUDO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Beanie,datathon/images/2023_57097750_05.jpg
7569,57047126-PL,PL,PLATA,GREY,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57047126_PL.jpg
7570,43065782-61,61,LILA,PURPLE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Hat,datathon/images/2019_43065782_61.jpg
7571,53080547-TN,TN,TEJANO NEGRO,GREY,J-JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53080547_TN.jpg
7572,53010615-81,81,ROSA PASTEL,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Wallet,datathon/images/2019_53010615_81.jpg
7573,53000618-11,11,AMARILLO PASTEL,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Purse,datathon/images/2019_53000618_11.jpg
7574,53080599-92,92,GRIS,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53080599_92.jpg
7575,53060712-03,03,HIELO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2019_53060712_03.jpg
7576,53070722-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53070722_99.jpg
7577,53019046-99,99,NEGRO,GREY,P-PLANA,Outerwear,Coats and Parkas,Puffer coats,Puffer coat,datathon/images/2019_53019046_99.jpg
7578,53000671-70,70,ROJO,RED,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53000671_70.jpg
7579,53005749-56,56,NAVY,BLUE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53005749_56.jpg
7580,57027107-02,02,OFFWHITE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2019_57027107_02.jpg
7581,57007693-15,15,MOSTAZA,YELLOW,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57007693_15.jpg
7582,57009205-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57009205_99.jpg
7583,57085932-85,85,ROSA,PINK,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57085932_85.jpg
7584,57995935-52,52,AZUL,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57995935_52.jpg
7585,57004757-37,37,KHAKI,BROWN,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57004757_37.jpg
7586,57085930-65,65,MORADO,PURPLE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57085930_65.jpg
7587,57037893-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57037893_99.jpg
7588,57019221-CO,CO,COBRE,BROWN,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_57019221_CO.jpg
7589,67000159-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Shape,datathon/images/2020_67000159_99.jpg
7590,67070592-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Purse,datathon/images/2020_67070592_08.jpg
7591,57000003-43,43,VERDE,GREEN,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57000003_43.jpg
7592,47003279-TC,TC,TEJANO CLARO,BLUE,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_47003279_TC.jpg
7593,47015857-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_47015857_OR.jpg
7594,47037825-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_47037825_99.jpg
7595,47094043-05,05,CRUDO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Socks,datathon/images/2023_47094043_05.jpg
7596,57000400-PL,PL,PLATA,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57000400_PL.jpg
7597,47058646-52,52,AZUL,BLUE,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_47058646_52.jpg
7598,57010260-52,52,AZUL,BLUE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_57010260_52.jpg
7599,57020434-70,70,ROJO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57020434_70.jpg
7600,57033796-65,65,MORADO,PURPLE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57033796_65.jpg
7601,57014404-96,96,GRIS OSCURO VIGORE,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57014404_96.jpg
7602,57043807-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57043807_02.jpg
7603,57054763-40,40,VERDE PASTEL,GREEN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2023_57054763_40.jpg
7604,57094421-78,78,BURDEOS,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2023_57094421_78.jpg
7605,57012899-PL,PL,PLATA,GREY,J-JEANS,Bottoms,Jeans,Jeans,Jeans,datathon/images/2023_57012899_PL.jpg
7606,57094035-56,56,NAVY,BLUE,T-TRICOT,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Pyjama Trousers,datathon/images/2023_57094035_56.jpg
7607,57015796-99,99,NEGRO,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57015796_99.jpg
7609,57004439-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2023_57004439_PL.jpg
7610,57037734-92,92,GRIS,GREY,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57037734_92.jpg
